"@timestamp","@version","@version.keyword",Base,"Base.keyword","Data\Time","Data\Time.keyword",Date,"Date/TimeFloor","Date/TimeFloor.keyword",Geo,"Geo.keyword",Hour,Lat,Lon,WeekdayName,"WeekdayName.keyword",WeekdayNumber,WeekmonthName,"WeekmonthName.keyword",WeekmonthNumber,"_id","_index","_score","event.original","event.original.keyword",geo,message,"message.keyword"
"Jul 19, 2022 @ 03:55:24.979",1,1,B02512,B02512,"2014-09-03 16:22:00","2014-09-03 16:22:00","Sep 3, 2014 @ 04:30:00.000","2014-09-03 16:00:00","2014-09-03 16:00:00","POINT (40.7234 -74.0081)","POINT (40.7234 -74.0081)",16,"40.723","-74.008",Wednesday,Wednesday,2,September,September,9,"Ts2hE4IB5GW_hXBXdmjZ",testtwo,"-","2014-09-03 16:22:00,40.7234,-74.0081,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7234 -74.0081)","2014-09-03 16:22:00,40.7234,-74.0081,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7234 -74.0081)","POINT (-74.00810248218477 40.7234001159668)","2014-09-03 16:22:00,40.7234,-74.0081,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7234 -74.0081)","2014-09-03 16:22:00,40.7234,-74.0081,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7234 -74.0081)"
"Jul 19, 2022 @ 03:55:19.977",1,1,B02512,B02512,"2014-09-03 16:21:00","2014-09-03 16:21:00","Sep 3, 2014 @ 04:30:00.000","2014-09-03 16:00:00","2014-09-03 16:00:00","POINT (40.7515 -73.97629999999999)","POINT (40.7515 -73.97629999999999)",16,"40.752","-73.976",Wednesday,Wednesday,2,September,September,9,"Tc2hE4IB5GW_hXBXY2hS",testtwo,"-","2014-09-03 16:21:00,40.7515,-73.9763,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7515 -73.97629999999999)","2014-09-03 16:21:00,40.7515,-73.9763,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7515 -73.97629999999999)","POINT (-73.97630313411355 40.75149914715439)","2014-09-03 16:21:00,40.7515,-73.9763,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7515 -73.97629999999999)","2014-09-03 16:21:00,40.7515,-73.9763,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7515 -73.97629999999999)"
"Jul 19, 2022 @ 03:55:14.977",1,1,B02512,B02512,"2014-09-03 16:21:00","2014-09-03 16:21:00","Sep 3, 2014 @ 04:30:00.000","2014-09-03 16:00:00","2014-09-03 16:00:00","POINT (40.7706 -73.86539999999999)","POINT (40.7706 -73.86539999999999)",16,"40.771","-73.865",Wednesday,Wednesday,2,September,September,9,"TM2hE4IB5GW_hXBXT2jI",testtwo,"-","2014-09-03 16:21:00,40.7706,-73.8654,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7706 -73.86539999999999)","2014-09-03 16:21:00,40.7706,-73.8654,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7706 -73.86539999999999)","POINT (-73.86540225706995 40.770599325187504)","2014-09-03 16:21:00,40.7706,-73.8654,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7706 -73.86539999999999)","2014-09-03 16:21:00,40.7706,-73.8654,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7706 -73.86539999999999)"
"Jul 19, 2022 @ 03:55:09.976",1,1,B02512,B02512,"2014-09-03 16:21:00","2014-09-03 16:21:00","Sep 3, 2014 @ 04:30:00.000","2014-09-03 16:00:00","2014-09-03 16:00:00","POINT (40.7366 -73.9928)","POINT (40.7366 -73.9928)",16,"40.737","-73.993",Wednesday,Wednesday,2,September,September,9,"S82hE4IB5GW_hXBXPGg_",testtwo,"-","2014-09-03 16:21:00,40.7366,-73.9928,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7366 -73.9928)","2014-09-03 16:21:00,40.7366,-73.9928,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7366 -73.9928)","POINT (-73.99279788136482 40.736598931252956)","2014-09-03 16:21:00,40.7366,-73.9928,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7366 -73.9928)","2014-09-03 16:21:00,40.7366,-73.9928,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7366 -73.9928)"
"Jul 19, 2022 @ 03:55:04.975",1,1,B02512,B02512,"2014-09-03 16:20:00","2014-09-03 16:20:00","Sep 3, 2014 @ 04:30:00.000","2014-09-03 16:00:00","2014-09-03 16:00:00","POINT (40.7763 -73.96210000000001)","POINT (40.7763 -73.96210000000001)",16,"40.776","-73.962",Wednesday,Wednesday,2,September,September,9,"Ss2hE4IB5GW_hXBXKGi3",testtwo,"-","2014-09-03 16:20:00,40.7763,-73.9621,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7763 -73.96210000000001)","2014-09-03 16:20:00,40.7763,-73.9621,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7763 -73.96210000000001)","POINT (-73.96209723316133 40.77629851642996)","2014-09-03 16:20:00,40.7763,-73.9621,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7763 -73.96210000000001)","2014-09-03 16:20:00,40.7763,-73.9621,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7763 -73.96210000000001)"
"Jul 19, 2022 @ 03:54:59.975",1,1,B02512,B02512,"2014-09-03 16:20:00","2014-09-03 16:20:00","Sep 3, 2014 @ 04:30:00.000","2014-09-03 16:00:00","2014-09-03 16:00:00","POINT (40.7531 -73.97490000000001)","POINT (40.7531 -73.97490000000001)",16,"40.753","-73.975",Wednesday,Wednesday,2,September,September,9,"Sc2hE4IB5GW_hXBXFWgu",testtwo,"-","2014-09-03 16:20:00,40.7531,-73.9749,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7531 -73.97490000000001)","2014-09-03 16:20:00,40.7531,-73.9749,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7531 -73.97490000000001)","POINT (-73.97489933297038 40.75310134794563)","2014-09-03 16:20:00,40.7531,-73.9749,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7531 -73.97490000000001)","2014-09-03 16:20:00,40.7531,-73.9749,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7531 -73.97490000000001)"
"Jul 19, 2022 @ 03:54:54.975",1,1,B02512,B02512,"2014-09-03 16:19:00","2014-09-03 16:19:00","Sep 3, 2014 @ 04:30:00.000","2014-09-03 16:00:00","2014-09-03 16:00:00","POINT (40.7555 -73.97190000000001)","POINT (40.7555 -73.97190000000001)",16,"40.756","-73.972",Wednesday,Wednesday,2,September,September,9,"SM2hE4IB5GW_hXBXAWio",testtwo,"-","2014-09-03 16:19:00,40.7555,-73.9719,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7555 -73.97190000000001)","2014-09-03 16:19:00,40.7555,-73.9719,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7555 -73.97190000000001)","POINT (-73.97190095856786 40.75550079345703)","2014-09-03 16:19:00,40.7555,-73.9719,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7555 -73.97190000000001)","2014-09-03 16:19:00,40.7555,-73.9719,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7555 -73.97190000000001)"
"Jul 19, 2022 @ 03:54:49.974",1,1,B02512,B02512,"2014-09-03 16:19:00","2014-09-03 16:19:00","Sep 3, 2014 @ 04:30:00.000","2014-09-03 16:00:00","2014-09-03 16:00:00","POINT (40.7486 -73.99420000000001)","POINT (40.7486 -73.99420000000001)",16,"40.749","-73.994",Wednesday,Wednesday,2,September,September,9,"R82gE4IB5GW_hXBX7mgc",testtwo,"-","2014-09-03 16:19:00,40.7486,-73.9942,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7486 -73.99420000000001)","2014-09-03 16:19:00,40.7486,-73.9942,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7486 -73.99420000000001)","POINT (-73.99420168250799 40.7485999725759)","2014-09-03 16:19:00,40.7486,-73.9942,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7486 -73.99420000000001)","2014-09-03 16:19:00,40.7486,-73.9942,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7486 -73.99420000000001)"
"Jul 19, 2022 @ 03:54:44.973",1,1,B02512,B02512,"2014-09-03 16:18:00","2014-09-03 16:18:00","Sep 3, 2014 @ 04:30:00.000","2014-09-03 16:00:00","2014-09-03 16:00:00","POINT (40.7591 -73.9789)","POINT (40.7591 -73.9789)",16,"40.759","-73.979",Wednesday,Wednesday,2,September,September,9,"Rs2gE4IB5GW_hXBX2miU",testtwo,"-","2014-09-03 16:18:00,40.7591,-73.9789,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7591 -73.9789)","2014-09-03 16:18:00,40.7591,-73.9789,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7591 -73.9789)","POINT (-73.97889716550708 40.75910182669759)","2014-09-03 16:18:00,40.7591,-73.9789,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7591 -73.9789)","2014-09-03 16:18:00,40.7591,-73.9789,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7591 -73.9789)"
"Jul 19, 2022 @ 03:54:39.973",1,1,B02512,B02512,"2014-09-03 16:17:00","2014-09-03 16:17:00","Sep 3, 2014 @ 04:30:00.000","2014-09-03 16:00:00","2014-09-03 16:00:00","POINT (40.7235 -73.9564)","POINT (40.7235 -73.9564)",16,"40.724","-73.956",Wednesday,Wednesday,2,September,September,9,"Rc2gE4IB5GW_hXBXx2gL",testtwo,"-","2014-09-03 16:17:00,40.7235,-73.9564,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7235 -73.9564)","2014-09-03 16:17:00,40.7235,-73.9564,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7235 -73.9564)","POINT (-73.95639804191887 40.723499273881316)","2014-09-03 16:17:00,40.7235,-73.9564,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7235 -73.9564)","2014-09-03 16:17:00,40.7235,-73.9564,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7235 -73.9564)"
"Jul 19, 2022 @ 03:54:34.974",1,1,B02512,B02512,"2014-09-03 16:17:00","2014-09-03 16:17:00","Sep 3, 2014 @ 04:30:00.000","2014-09-03 16:00:00","2014-09-03 16:00:00","POINT (40.7547 -73.9881)","POINT (40.7547 -73.9881)",16,"40.755","-73.988",Wednesday,Wednesday,2,September,September,9,"RM2gE4IB5GW_hXBXs2iG",testtwo,"-","2014-09-03 16:17:00,40.7547,-73.9881,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7547 -73.9881)","2014-09-03 16:17:00,40.7547,-73.9881,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7547 -73.9881)","POINT (-73.98809814825654 40.75469969306141)","2014-09-03 16:17:00,40.7547,-73.9881,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7547 -73.9881)","2014-09-03 16:17:00,40.7547,-73.9881,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7547 -73.9881)"
"Jul 19, 2022 @ 03:54:29.971",1,1,B02512,B02512,"2014-09-03 16:17:00","2014-09-03 16:17:00","Sep 3, 2014 @ 04:30:00.000","2014-09-03 16:00:00","2014-09-03 16:00:00","POINT (40.7307 -73.99550000000001)","POINT (40.7307 -73.99550000000001)",16,"40.731","-73.995",Wednesday,Wednesday,2,September,September,9,"Q82gE4IB5GW_hXBXn2j6",testtwo,"-","2014-09-03 16:17:00,40.7307,-73.9955,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7307 -73.99550000000001)","2014-09-03 16:17:00,40.7307,-73.9955,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7307 -73.99550000000001)","POINT (-73.99549869820476 40.73070142418146)","2014-09-03 16:17:00,40.7307,-73.9955,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7307 -73.99550000000001)","2014-09-03 16:17:00,40.7307,-73.9955,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7307 -73.99550000000001)"
"Jul 19, 2022 @ 03:54:24.970",1,1,B02512,B02512,"2014-09-03 16:16:00","2014-09-03 16:16:00","Sep 3, 2014 @ 04:30:00.000","2014-09-03 16:00:00","2014-09-03 16:00:00","POINT (40.7424 -73.9846)","POINT (40.7424 -73.9846)",16,"40.742","-73.985",Wednesday,Wednesday,2,September,September,9,"Qs2gE4IB5GW_hXBXjGhx",testtwo,"-","2014-09-03 16:16:00,40.7424,-73.9846,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7424 -73.9846)","2014-09-03 16:16:00,40.7424,-73.9846,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7424 -73.9846)","POINT (-73.9845962729305 40.742401094175875)","2014-09-03 16:16:00,40.7424,-73.9846,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7424 -73.9846)","2014-09-03 16:16:00,40.7424,-73.9846,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7424 -73.9846)"
"Jul 19, 2022 @ 03:54:19.971",1,1,B02512,B02512,"2014-09-03 16:16:00","2014-09-03 16:16:00","Sep 3, 2014 @ 04:30:00.000","2014-09-03 16:00:00","2014-09-03 16:00:00","POINT (40.731 -73.99209999999999)","POINT (40.731 -73.99209999999999)",16,"40.731","-73.992",Wednesday,Wednesday,2,September,September,9,"Qc2gE4IB5GW_hXBXeGjq",testtwo,"-","2014-09-03 16:16:00,40.731,-73.9921,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.731 -73.99209999999999)","2014-09-03 16:16:00,40.731,-73.9921,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.731 -73.99209999999999)","POINT (-73.99210360832512 40.73099898174405)","2014-09-03 16:16:00,40.731,-73.9921,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.731 -73.99209999999999)","2014-09-03 16:16:00,40.731,-73.9921,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.731 -73.99209999999999)"
"Jul 19, 2022 @ 03:54:14.969",1,1,B02512,B02512,"2014-09-03 16:12:00","2014-09-03 16:12:00","Sep 3, 2014 @ 04:30:00.000","2014-09-03 16:00:00","2014-09-03 16:00:00","POINT (40.6448 -73.78189999999999)","POINT (40.6448 -73.78189999999999)",16,"40.645","-73.782",Wednesday,Wednesday,2,September,September,9,"QM2gE4IB5GW_hXBXZWhg",testtwo,"-","2014-09-03 16:12:00,40.6448,-73.7819,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.6448 -73.78189999999999)","2014-09-03 16:12:00,40.6448,-73.7819,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.6448 -73.78189999999999)","POINT (-73.78189855255187 40.64479827415198)","2014-09-03 16:12:00,40.6448,-73.7819,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.6448 -73.78189999999999)","2014-09-03 16:12:00,40.6448,-73.7819,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.6448 -73.78189999999999)"
"Jul 19, 2022 @ 03:54:09.969",1,1,B02512,B02512,"2014-09-03 16:11:00","2014-09-03 16:11:00","Sep 3, 2014 @ 04:30:00.000","2014-09-03 16:00:00","2014-09-03 16:00:00","POINT (40.7213 -73.9817)","POINT (40.7213 -73.9817)",16,"40.721","-73.982",Wednesday,Wednesday,2,September,September,9,"P82gE4IB5GW_hXBXUWjX",testtwo,"-","2014-09-03 16:11:00,40.7213,-73.9817,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7213 -73.9817)","2014-09-03 16:11:00,40.7213,-73.9817,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7213 -73.9817)","POINT (-73.98169714026153 40.72129818610847)","2014-09-03 16:11:00,40.7213,-73.9817,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7213 -73.9817)","2014-09-03 16:11:00,40.7213,-73.9817,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7213 -73.9817)"
"Jul 19, 2022 @ 03:54:04.970",1,1,B02512,B02512,"2014-09-03 16:11:00","2014-09-03 16:11:00","Sep 3, 2014 @ 04:30:00.000","2014-09-03 16:00:00","2014-09-03 16:00:00","POINT (40.7687 -73.9661)","POINT (40.7687 -73.9661)",16,"40.769","-73.966",Wednesday,Wednesday,2,September,September,9,"Ps2gE4IB5GW_hXBXPmhQ",testtwo,"-","2014-09-03 16:11:00,40.7687,-73.9661,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7687 -73.9661)","2014-09-03 16:11:00,40.7687,-73.9661,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7687 -73.9661)","POINT (-73.96610260941088 40.76869960874319)","2014-09-03 16:11:00,40.7687,-73.9661,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7687 -73.9661)","2014-09-03 16:11:00,40.7687,-73.9661,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7687 -73.9661)"
"Jul 19, 2022 @ 03:53:59.969",1,1,B02512,B02512,"2014-09-03 16:11:00","2014-09-03 16:11:00","Sep 3, 2014 @ 04:30:00.000","2014-09-03 16:00:00","2014-09-03 16:00:00","POINT (40.7628 -73.9714)","POINT (40.7628 -73.9714)",16,"40.763","-73.971",Wednesday,Wednesday,2,September,September,9,"Pc2gE4IB5GW_hXBXKmjI",testtwo,"-","2014-09-03 16:11:00,40.7628,-73.9714,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7628 -73.9714)","2014-09-03 16:11:00,40.7628,-73.9714,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7628 -73.9714)","POINT (-73.97139745764434 40.76279828790575)","2014-09-03 16:11:00,40.7628,-73.9714,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7628 -73.9714)","2014-09-03 16:11:00,40.7628,-73.9714,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7628 -73.9714)"
"Jul 19, 2022 @ 03:53:54.968",1,1,B02512,B02512,"2014-09-03 16:11:00","2014-09-03 16:11:00","Sep 3, 2014 @ 04:30:00.000","2014-09-03 16:00:00","2014-09-03 16:00:00","POINT (40.7491 -73.988)","POINT (40.7491 -73.988)",16,"40.749","-73.988",Wednesday,Wednesday,2,September,September,9,"PM2gE4IB5GW_hXBXF2g_",testtwo,"-","2014-09-03 16:11:00,40.7491,-73.988,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7491 -73.988)","2014-09-03 16:11:00,40.7491,-73.988,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7491 -73.988)","POINT (-73.98799899034202 40.74909970164299)","2014-09-03 16:11:00,40.7491,-73.988,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7491 -73.988)","2014-09-03 16:11:00,40.7491,-73.988,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7491 -73.988)"
"Jul 19, 2022 @ 03:53:49.968",1,1,B02512,B02512,"2014-09-03 16:10:00","2014-09-03 16:10:00","Sep 3, 2014 @ 04:30:00.000","2014-09-03 16:00:00","2014-09-03 16:00:00","POINT (40.7621 -73.97450000000001)","POINT (40.7621 -73.97450000000001)",16,"40.762","-73.974",Wednesday,Wednesday,2,September,September,9,"O82gE4IB5GW_hXBXA2i3",testtwo,"-","2014-09-03 16:10:00,40.7621,-73.9745,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7621 -73.97450000000001)","2014-09-03 16:10:00,40.7621,-73.9745,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7621 -73.97450000000001)","POINT (-73.97450261749327 40.76210020110011)","2014-09-03 16:10:00,40.7621,-73.9745,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7621 -73.97450000000001)","2014-09-03 16:10:00,40.7621,-73.9745,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7621 -73.97450000000001)"
"Jul 19, 2022 @ 03:53:44.967",1,1,B02512,B02512,"2014-09-03 16:10:00","2014-09-03 16:10:00","Sep 3, 2014 @ 04:30:00.000","2014-09-03 16:00:00","2014-09-03 16:00:00","POINT (40.7625 -73.9785)","POINT (40.7625 -73.9785)",16,"40.763","-73.978",Wednesday,Wednesday,2,September,September,9,"Os2fE4IB5GW_hXBX8Ggt",testtwo,"-","2014-09-03 16:10:00,40.7625,-73.9785,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7625 -73.9785)","2014-09-03 16:10:00,40.7625,-73.9785,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7625 -73.9785)","POINT (-73.97850036621094 40.76250073034316)","2014-09-03 16:10:00,40.7625,-73.9785,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7625 -73.9785)","2014-09-03 16:10:00,40.7625,-73.9785,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7625 -73.9785)"
"Jul 19, 2022 @ 03:53:39.966",1,1,B02512,B02512,"2014-09-03 16:10:00","2014-09-03 16:10:00","Sep 3, 2014 @ 04:30:00.000","2014-09-03 16:00:00","2014-09-03 16:00:00","POINT (40.7337 -74.0014)","POINT (40.7337 -74.0014)",16,"40.734","-74.001",Wednesday,Wednesday,2,September,September,9,"Oc2fE4IB5GW_hXBX3Gil",testtwo,"-","2014-09-03 16:10:00,40.7337,-74.0014,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7337 -74.0014)","2014-09-03 16:10:00,40.7337,-74.0014,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7337 -74.0014)","POINT (-74.00140383280814 40.733699798583984)","2014-09-03 16:10:00,40.7337,-74.0014,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7337 -74.0014)","2014-09-03 16:10:00,40.7337,-74.0014,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7337 -74.0014)"
"Jul 19, 2022 @ 03:53:34.965",1,1,B02512,B02512,"2014-09-03 16:09:00","2014-09-03 16:09:00","Sep 3, 2014 @ 04:30:00.000","2014-09-03 16:00:00","2014-09-03 16:00:00","POINT (40.711 -73.93380000000001)","POINT (40.711 -73.93380000000001)",16,"40.711","-73.934",Wednesday,Wednesday,2,September,September,9,"OM2fE4IB5GW_hXBXyWgb",testtwo,"-","2014-09-03 16:09:00,40.711,-73.9338,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.711 -73.93380000000001)","2014-09-03 16:09:00,40.711,-73.9338,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.711 -73.93380000000001)","POINT (-73.93379976041615 40.71099850349128)","2014-09-03 16:09:00,40.711,-73.9338,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.711 -73.93380000000001)","2014-09-03 16:09:00,40.711,-73.9338,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.711 -73.93380000000001)"
"Jul 19, 2022 @ 03:53:29.965",1,1,B02512,B02512,"2014-09-03 16:08:00","2014-09-03 16:08:00","Sep 3, 2014 @ 04:30:00.000","2014-09-03 16:00:00","2014-09-03 16:00:00","POINT (40.7382 -73.9919)","POINT (40.7382 -73.9919)",16,"40.738","-73.992",Wednesday,Wednesday,2,September,September,9,"N82fE4IB5GW_hXBXtWiU",testtwo,"-","2014-09-03 16:08:00,40.7382,-73.9919,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7382 -73.9919)","2014-09-03 16:08:00,40.7382,-73.9919,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7382 -73.9919)","POINT (-73.9918976649642 40.738201132044196)","2014-09-03 16:08:00,40.7382,-73.9919,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7382 -73.9919)","2014-09-03 16:08:00,40.7382,-73.9919,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7382 -73.9919)"
"Jul 19, 2022 @ 03:53:24.964",1,1,B02512,B02512,"2014-09-03 16:08:00","2014-09-03 16:08:00","Sep 3, 2014 @ 04:30:00.000","2014-09-03 16:00:00","2014-09-03 16:00:00","POINT (40.7742 -73.96299999999999)","POINT (40.7742 -73.96299999999999)",16,"40.774","-73.963",Wednesday,Wednesday,2,September,September,9,"Ns2fE4IB5GW_hXBXomgK",testtwo,"-","2014-09-03 16:08:00,40.7742,-73.963,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7742 -73.96299999999999)","2014-09-03 16:08:00,40.7742,-73.963,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7742 -73.96299999999999)","POINT (-73.96299744956195 40.77420040033758)","2014-09-03 16:08:00,40.7742,-73.963,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7742 -73.96299999999999)","2014-09-03 16:08:00,40.7742,-73.963,B02512,2014-09-03 16:00:00,2014-09-03,16,2,Wednesday,9,September,POINT (40.7742 -73.96299999999999)"
